transaction_id,url,name,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,eco_category,price
55820995.0,https://condo-sg.com/monterey-park-condominium-3046,monterey park condominium,condominium,5,west coast,clementi,apr-21,1421,06 to 10,A,2150000
20873444.0,https://condo-sg.com/the-topiary-7641,the topiary,executive condominium,28,fernvale,sengkang,sep-21,1335,16 to 20,A,1568800
68199234.0,https://condo-sg.com/the-clement-canopy-4024,the clement canopy,apartment,5,clementi woods,clementi,sep-21,635,26 to 30,A,1050000
18780191.0,https://condo-sg.com/riverfront-residences-5370,riverfront residences,apartment,19,kangkar,hougang,nov-18,721,01 to 05,A,922000
24492511.0,https://condo-sg.com/nv-residences-6979,nv residences,condominium,18,pasir ris central,pasir ris,nov-21,764,11 to 15,A,790000
47467696.0,https://condo-sg.com/whistler-grand-9484,whistler grand,apartment,5,west coast,clementi,nov-18,764,26 to 30,A,1111200
56245592.0,https://condo-sg.com/parc-central-residences-5161,parc central residences,executive condominium,18,tampines west,tampines,mar-21,1098,16 to 20,A,1155000
36361730.0,https://condo-sg.com/gallop-green-9471,gallop green,condominium,10,tyersall,tanglin,may-19,4241,01 to 05,A,7638041
94263260.0,https://condo-sg.com/river-isles-7889,river isles,condominium,19,punggol field,punggol,feb-17,1141,11 to 15,A,1020000
21175728.0,https://condo-sg.com/marina-one-residences-2909,marina one residences,apartment,1,central subzone,downtown core,apr-18,1518,11 to 15,A,3719070
78249382.0,https://condo-sg.com/centro-residences-4519,centro residences,condominium,20,ang mo kio town centre,ang mo kio,jul-19,904,26 to 30,A,1360000
62591321.0,https://condo-sg.com/clavon-5545,clavon,apartment,5,clementi woods,clementi,dec-20,764,36 to 40,A,1389000
24899580.0,https://condo-sg.com/fairmount-condominium-8846,fairmount condominium,condominium,16,bedok south,bedok,aug-17,1238,01 to 05,A,988888
60367977.0,https://condo-sg.com/sennett-residence-9064,sennett residence,condominium,13,sennett,toa payoh,may-18,570,01 to 05,A,920000
25512206.0,https://condo-sg.com/verdale-9536,verdale,apartment,21,anak bukit,bukit timah,sep-20,1001,01 to 05,A,1684100
77253229.0,https://condo-sg.com/spottiswoode-suites-8489,spottiswoode suites,apartment,2,everton park,bukit merah,sep-21,1259,36 to 40,A,2080000
59834815.0,https://condo-sg.com/seasons-view-2784,seasons view,condominium,20,marymount,bishan,jul-21,969,06 to 10,A,1120000
13078181.0,https://condo-sg.com/signature-at-yishun-1125,signature at yishun,executive condominium,27,lower seletar,yishun,sep-17,1076,01 to 05,A,870705
72774463.0,https://condo-sg.com/a-treasure-trove-8290,a treasure trove,condominium,19,matilda,punggol,dec-17,1044,01 to 05,A,1050000
95580305.0,https://condo-sg.com/echelon-4418,echelon,condominium,3,redhill,bukit merah,jun-19,861,31 to 35,A,1680000
35771801.0,https://condo-sg.com/the-trilinq-5375,the trilinq,condominium,5,faber,clementi,dec-20,936,06 to 10,A,1370000
73882543.0,https://condo-sg.com/the-metz-5168,the m,apartment,7,bugis,downtown core,feb-20,592,11 to 15,A,1470600
14495958.0,https://condo-sg.com/one-north-eden-5444,one-north eden,apartment,5,one north,queenstown,apr-21,1259,01 to 05,A,2267720
42028940.0,https://condo-sg.com/austville-residences-3369,austville residences,executive condominium,19,rivervale,sengkang,jul-21,1033,06 to 10,A,952000
40064789.0,https://condo-sg.com/esparina-residences-3483,esparina residences,executive condominium,19,compassvale,sengkang,apr-19,1066,01 to 05,A,1085000
17667862.0,https://condo-sg.com/grosvenor-view-1754,grosvenor view,condominium,14,kembangan,bedok,nov-17,1313,06 to 10,A,1420000
68545799.0,https://condo-sg.com/the-tre-ver-7937,the tre ver,condominium,13,potong pasir,toa payoh,apr-19,753,06 to 10,A,1193000
79874243.0,https://condo-sg.com/queens-peak-5774,queens peak,condominium,3,margaret drive,queenstown,jun-20,1001,36 to 40,A,1855000
33806704.0,https://condo-sg.com/the-florida-2285,the florida,executive condominium,19,kangkar,hougang,oct-21,1302,06 to 10,A,1010000
81849447.0,https://condo-sg.com/hedges-park-condominium-8346,hedges park condominium,condominium,17,flora drive,pasir ris,aug-20,484,06 to 10,A,548888
70903289.0,https://condo-sg.com/the-tapestry-5469,the tapestry,condominium,18,tampines west,tampines,mar-18,603,06 to 10,A,848800
34059145.0,https://condo-sg.com/petain-court-1988,petain court,apartment,8,lavender,kallang,feb-21,1464,01 to 05,A,1408000
95918153.0,https://condo-sg.com/palm-galleria-7590,palm galleria,apartment,15,frankel,bedok,nov-19,1884,01 to 05,A,1600000
23018121.0,https://condo-sg.com/dover-parkview-1996,dover parkview,condominium,5,dover,queenstown,sep-21,936,11 to 15,A,1100000
52945159.0,https://condo-sg.com/cote-d'azur-9191,cote d'azur,condominium,15,marine parade,marine parade,jun-17,1281,21 to 25,A,1760000
74835162.0,https://condo-sg.com/120-grange-1602,120 grange,apartment,10,one tree hill,river valley,jun-18,678,11 to 15,A,2154000
85446956.0,https://condo-sg.com/foresque-residences-5099,foresque residences,condominium,23,dairy farm,bukit panjang,jun-17,732,21 to 25,A,860000
58844815.0,https://condo-sg.com/boulevard-88-2733,boulevard 88,apartment,10,tanglin,orchard,aug-20,1776,26 to 30,A,6682500
66586760.0,https://condo-sg.com/jadescape-9532,jadescape,condominium,20,upper thomson,bishan,oct-19,1152,16 to 20,A,1947000
16627407.0,https://condo-sg.com/one-shenton-2993,one shenton,apartment,1,cecil,downtown core,nov-21,1528,11 to 15,A,2485000
80908787.0,https://condo-sg.com/commonwealth-towers-9098,commonwealth towers,condominium,3,margaret drive,queenstown,jul-17,1076,01 to 05,A,1620000
76094181.0,https://condo-sg.com/canninghill-piers-7289,canninghill piers,apartment,6,clarke quay,singapore river,nov-21,441,16 to 20,A,1303000
27387658.0,https://condo-sg.com/clavon-2164,clavon,apartment,5,clementi woods,clementi,dec-20,764,06 to 10,A,1184000
13466062.0,https://condo-sg.com/riversound-residence-4041,riversound residence,condominium,19,rivervale,sengkang,jan-20,1066,06 to 10,A,945000
63125595.0,https://condo-sg.com/spottiswoode-suites-9098,spottiswoode suites,apartment,2,everton park,bukit merah,dec-21,452,21 to 25,A,1085000
62416540.0,https://condo-sg.com/jadescape-1692,jadescape,condominium,20,upper thomson,bishan,aug-20,1259,11 to 15,A,2138000
41801468.0,https://condo-sg.com/the-ansley-2796,the ansley,condominium,11,balestier,novena,sep-20,732,06 to 10,A,980000
83000010.0,https://condo-sg.com/the-tapestry-3588,the tapestry,condominium,18,tampines west,tampines,mar-18,441,01 to 05,A,626400
58878378.0,https://condo-sg.com/the-verandah-residences-2718,the verandah residences,apartment,5,pasir panjang 1,queenstown,apr-18,474,01 to 05,A,883000
48842184.0,https://condo-sg.com/one-fort-1887,one fort,condominium,15,tanjong rhu,kallang,oct-21,1055,11 to 15,A,1750000
35624880.0,https://condo-sg.com/le-quest-1718,le quest,apartment,23,brickworks,bukit batok,aug-17,495,01 to 05,A,634000
90514746.0,https://condo-sg.com/grandeur-park-residences-2789,grandeur park residences,condominium,16,bedok south,bedok,mar-17,560,06 to 10,A,799000
70646991.0,https://condo-sg.com/the-m-2557,the m,apartment,7,bugis,downtown core,feb-20,592,01 to 05,A,1289200
25049423.0,https://condo-sg.com/kovan-residences-4824,kovan residences,condominium,19,kovan,hougang,feb-18,1798,16 to 20,A,2050000
71455726.0,https://condo-sg.com/a-treasure-trove-2000,a treasure trove,condominium,19,matilda,punggol,nov-17,775,06 to 10,A,845000
73567251.0,https://condo-sg.com/one-north-eden-5444,one-north eden,apartment,5,one north,queenstown,apr-21,1399,01 to 05,A,2489200
56774581.0,https://condo-sg.com/seletaris-6010,seletaris,condominium,27,sembawang springs,sembawang,feb-21,1324,01 to 05,A,1205000
74903800.0,https://condo-sg.com/citylights-1812,citylights,condominium,8,lavender,kallang,mar-21,904,11 to 15,A,1400000
12814508.0,https://condo-sg.com/rivercove-residences-2052,rivercove residences,executive condominium,19,anchorvale,sengkang,apr-18,1485,06 to 10,A,1470700
84187285.0,https://condo-sg.com/treasure-at-tampines-9907,treasure at tampines,condominium,18,tampines east,tampines,mar-19,592,01 to 05,A,814000
94618472.0,https://condo-sg.com/the-florence-residences-6362,the florence residences,apartment,19,kovan,hougang,jun-19,667,11 to 15,A,1013000
23397395.0,https://condo-sg.com/riverbank-@-fernvale-7115,riverbank @ fernvale,condominium,28,fernvale,sengkang,jan-20,947,01 to 05,A,950000
46086139.0,https://condo-sg.com/d'nest-3019,d'nest,condominium,18,pasir ris central,pasir ris,jul-18,753,11 to 15,A,850000
64772805.0,https://condo-sg.com/one-pearl-bank-6778,one pearl bank,apartment,3,pearl's hill,outram,jul-19,893,26 to 30,A,2243000
86689943.0,https://condo-sg.com/amber-park-7260,amber park,condominium,15,marine parade,marine parade,jul-21,1582,16 to 20,A,4113990
14868090.0,https://condo-sg.com/freesia-woods-8729,freesia woods,condominium,21,sunset way,clementi,jul-18,2530,01 to 05,A,2150000
94255275.0,https://condo-sg.com/riverfront-residences-7238,riverfront residences,apartment,19,kangkar,hougang,jul-18,721,06 to 10,A,927000
21361518.0,https://condo-sg.com/jadescape-1052,jadescape,condominium,20,upper thomson,bishan,jul-20,1259,16 to 20,A,2278000
98805714.0,https://condo-sg.com/the-shore-residences-3403,the shore residences,condominium,15,marine parade,marine parade,oct-20,883,11 to 15,A,1430000
46319377.0,https://condo-sg.com/reflections-at-keppel-bay-2172,reflections at keppel bay,condominium,4,maritime square,bukit merah,nov-19,1776,21 to 25,A,2841600
31998899.0,https://condo-sg.com/the-hillside-8151,the hillside,condominium,21,hillview,bukit batok,mar-20,1356,01 to 05,A,1715000
32131815.0,https://condo-sg.com/verdale-3473,verdale,apartment,21,anak bukit,bukit timah,may-21,947,01 to 05,A,1631500
58136221.0,https://condo-sg.com/parc-esta-3386,parc esta,apartment,14,geylang east,geylang,jun-20,915,01 to 05,A,1508000
33635333.0,https://condo-sg.com/canninghill-piers-9512,canninghill piers,apartment,6,clarke quay,singapore river,nov-21,1313,16 to 20,A,3976000
88973885.0,https://condo-sg.com/ferraria-park-condominium-4756,ferraria park condominium,condominium,17,flora drive,pasir ris,sep-19,1249,01 to 05,A,1125000
55935843.0,https://condo-sg.com/hundred-palms-residences-8407,hundred palms residences,executive condominium,19,hougang west,hougang,jul-17,915,11 to 15,A,799100
33359037.0,https://condo-sg.com/avenue-south-residence-1432,avenue south residence,apartment,3,kampong tiong bahru,bukit merah,jul-21,1496,21 to 25,A,2916000
38087995.0,https://condo-sg.com/blue-horizon-5656,blue horizon,condominium,5,clementi west,clementi,may-18,1216,16 to 20,A,1318000
82903582.0,https://condo-sg.com/riveredge-4017,riveredge,condominium,15,tanjong rhu,kallang,oct-17,1593,06 to 10,A,2050000
90808953.0,https://condo-sg.com/bayshore-park-1732,bayshore park,condominium,16,bayshore,bedok,sep-21,1173,01 to 05,A,1200000
80906100.0,https://condo-sg.com/parc-sophia-8685,parc sophia,apartment,9,mount emily,rochor,jan-18,474,01 to 05,A,878000
99620807.0,https://condo-sg.com/the-infiniti-9363,the infiniti,condominium,5,west coast,clementi,aug-20,1270,01 to 05,A,1260000
80203738.0,https://condo-sg.com/parc-clematis-7508,parc clematis,apartment,5,faber,clementi,jul-21,1292,11 to 15,A,2277000
46315779.0,https://condo-sg.com/balestier-plaza-1506,balestier plaza,apartment,12,balestier,novena,jul-19,1001,16 to 20,A,1150000
75687461.0,https://condo-sg.com/whistler-grand-5818,whistler grand,apartment,5,west coast,clementi,dec-18,1281,16 to 20,A,1688000
39235595.0,https://condo-sg.com/riversails-4593,riversails,condominium,19,hougang east,hougang,feb-18,1421,01 to 05,A,1370000
36552287.0,https://condo-sg.com/one-jervois-4214,one jervois,condominium,10,chatsworth,tanglin,mar-19,1087,06 to 10,A,1780000
97970532.0,https://condo-sg.com/commonwealth-towers-9098,commonwealth towers,condominium,3,margaret drive,queenstown,dec-20,452,11 to 15,A,827000
44301626.0,https://condo-sg.com/normanton-park-2018,normanton park,apartment,5,kent ridge,queenstown,jan-21,657,21 to 25,A,1213052
86421524.0,https://condo-sg.com/duchess-crest-4486,duchess crest,condominium,10,coronation road,bukit timah,apr-21,1884,01 to 05,A,2680000
39255138.0,https://condo-sg.com/martin-modern-8557,martin modern,condominium,9,institution hill,river valley,aug-20,1733,26 to 30,A,5300000
16659961.0,https://condo-sg.com/dairy-farm-residences-6219,dairy farm residences,apartment,23,dairy farm,bukit panjang,dec-21,764,06 to 10,A,1291000
95902688.0,https://condo-sg.com/the-poiz-residences-4186,the poiz residences,apartment,13,potong pasir,toa payoh,jan-21,1152,01 to 05,A,1700000
50702774.0,https://condo-sg.com/parc-botannia-3033,botannia,condominium,5,west coast,clementi,jul-17,1227,01 to 05,A,1380000
83418400.0,https://condo-sg.com/the-woodleigh-residences-2551,the woodleigh residences,apartment,13,bidadari,toa payoh,sep-20,700,11 to 15,A,1372000
29854460.0,https://condo-sg.com/normanton-park-4140,normanton park,apartment,5,kent ridge,queenstown,jan-21,657,06 to 10,A,1173376
99052109.0,https://condo-sg.com/parc-esta-6449,parc esta,apartment,14,geylang east,geylang,sep-19,840,16 to 20,A,1487000
59809549.0,https://condo-sg.com/guilin-view-5775,guilin view,condominium,23,guilin,bukit batok,dec-18,1744,01 to 05,A,1500000
95849256.0,https://condo-sg.com/treasure-at-tampines-7489,treasure at tampines,condominium,18,tampines east,tampines,mar-19,592,01 to 05,A,790000
47457419.0,https://condo-sg.com/trevista-7224,trevista,condominium,12,braddell,toa payoh,aug-18,915,01 to 05,A,1180000
51851804.0,https://condo-sg.com/tre-residences-5742,tre residences,condominium,14,aljunied,geylang,dec-20,947,11 to 15,A,1468000
52507931.0,https://condo-sg.com/the-stellar-4692,the stellar,condominium,5,clementi woods,clementi,feb-20,1776,01 to 05,A,1738000
68986848.0,https://condo-sg.com/the-metz-5168,the m,apartment,7,bugis,downtown core,feb-20,484,01 to 05,A,1125800
73568120.0,https://condo-sg.com/normanton-park-5054,normanton park,apartment,5,kent ridge,queenstown,jan-21,829,11 to 15,A,1460864
51701423.0,https://condo-sg.com/thomson-impressions-2556,thomson impressions,apartment,20,upper thomson,bishan,mar-17,1055,01 to 05,A,1400700
42032563.0,https://condo-sg.com/irwell-hill-residences-7157,irwell hill residences,apartment,9,leonie hill,river valley,apr-21,667,11 to 15,A,1766000
21706565.0,https://condo-sg.com/hundred-palms-residences-4424,hundred palms residences,executive condominium,19,hougang west,hougang,jul-17,883,11 to 15,A,769200
40579909.0,https://condo-sg.com/rivervale-crest-3980,rivervale crest,apartment,19,rivervale,sengkang,feb-17,969,06 to 10,A,745000
83389806.0,https://condo-sg.com/leedon-green-6776,leedon green,condominium,10,farrer court,bukit timah,aug-20,818,01 to 05,A,1995000
84238392.0,https://condo-sg.com/normanton-park-9175,normanton park,apartment,5,kent ridge,queenstown,jul-21,527,01 to 05,A,964000
70560239.0,https://condo-sg.com/the-jovell-4836,the jovell,condominium,17,flora drive,pasir ris,jan-21,904,06 to 10,A,1087000
24444879.0,https://condo-sg.com/midwood-4605,midwood,condominium,23,hillview,bukit batok,may-21,635,06 to 10,A,1017000
11272882.0,https://condo-sg.com/parc-esta-3416,parc esta,apartment,14,geylang east,geylang,dec-18,915,16 to 20,A,1563000
14812357.0,https://condo-sg.com/the-interweave-3997,the interweave,apartment,12,balestier,novena,sep-19,377,11 to 15,A,568000
30517068.0,https://condo-sg.com/riverfront-residences-1462,riverfront residences,apartment,19,kangkar,hougang,jul-18,721,06 to 10,A,918000
77304845.0,https://condo-sg.com/jadescape-1202,jadescape,condominium,20,upper thomson,bishan,jun-21,527,01 to 05,A,905000
29743985.0,https://condo-sg.com/parc-somme-6913,parc somme,apartment,8,lavender,kallang,jul-21,355,01 to 05,A,572000
15633734.0,https://condo-sg.com/the-trilinq-2180,the trilinq,condominium,5,faber,clementi,nov-21,915,26 to 30,A,1560000
45966554.0,https://condo-sg.com/yewtee-residences-7929,yewtee residences,apartment,23,yew tee,choa chu kang,jul-20,1453,06 to 10,A,1000000
47552838.0,https://condo-sg.com/rivergate-5956,rivergate,apartment,9,robertson quay,singapore river,jul-17,1722,06 to 10,A,3720000
92330675.0,https://condo-sg.com/jui-residences-3164,jui residences,apartment,12,bendemeer,kallang,sep-18,431,06 to 10,A,715000
43757480.0,https://condo-sg.com/the-garden-residences-9675,the garden residences,apartment,19,serangoon garden,serangoon,jun-18,452,11 to 15,A,763000
22491701.0,https://condo-sg.com/m21-6611,m21,apartment,11,balestier,novena,sep-20,1755,06 to 10,A,2550000
21264625.0,https://condo-sg.com/watertown-6496,watertown,apartment,19,punggol town centre,punggol,feb-19,603,01 to 05,A,720000
13232458.0,https://condo-sg.com/high-park-residences-4054,high park residences,apartment,28,fernvale,sengkang,aug-21,710,06 to 10,A,923000
66526228.0,https://condo-sg.com/tre-residences-6185,tre residences,condominium,14,aljunied,geylang,oct-17,947,06 to 10,A,1300000
11199072.0,https://condo-sg.com/ki-residences-at-brookvale-1328,ki residences at brookvale,condominium,21,sunset way,clementi,dec-20,1475,06 to 10,A,2731000
68426744.0,https://condo-sg.com/astrid-meadows-1003,astrid meadows,condominium,10,leedon park,bukit timah,jan-18,2583,01 to 05,A,4500000
11414607.0,https://condo-sg.com/the-tre-ver-9837,the tre ver,condominium,13,potong pasir,toa payoh,sep-20,1098,06 to 10,A,1758000
89123127.0,https://condo-sg.com/parc-clematis-2335,parc clematis,apartment,5,faber,clementi,feb-21,1044,06 to 10,A,1702000
92310887.0,https://condo-sg.com/kent-ridge-hill-residences-9585,kent ridge hill residences,apartment,5,pasir panjang 2,queenstown,nov-18,646,01 to 05,A,1091000
59111676.0,https://condo-sg.com/sky-vue-4368,sky vue,condominium,20,bishan east,bishan,may-18,678,01 to 05,A,1150000
77180200.0,https://condo-sg.com/the-poiz-residences-9763,the poiz residences,apartment,13,potong pasir,toa payoh,jan-21,420,06 to 10,A,730000
15229276.0,https://condo-sg.com/lakepoint-condominium-8824,lakepoint condominium,condominium,22,taman jurong,jurong west,oct-21,3122,11 to 15,A,2052688
32535533.0,https://condo-sg.com/cairnhill-nine-9707,cairnhill nine,apartment,9,somerset,orchard,jul-17,1033,16 to 20,A,2508000
32136788.0,https://condo-sg.com/one-pearl-bank-1605,one pearl bank,apartment,3,pearl's hill,outram,aug-20,700,31 to 35,A,1882000
88289730.0,https://condo-sg.com/piermont-grand-8864,piermont grand,executive condominium,19,punggol town centre,punggol,jul-19,1206,16 to 20,A,1269800
17669448.0,https://condo-sg.com/the-alps-residences-2450,the alps residences,condominium,18,tampines west,tampines,jul-17,1066,01 to 05,A,1126820
16869301.0,https://condo-sg.com/eight-riversuites-2127,eight riversuites,condominium,12,bendemeer,kallang,jul-18,441,21 to 25,A,755000
19169001.0,https://condo-sg.com/twin-waterfalls-4745,twin waterfalls,executive condominium,19,matilda,punggol,jul-21,1119,11 to 15,A,1200000
16308334.0,https://condo-sg.com/seaside-residences-1540,seaside residences,apartment,15,siglap,bedok,apr-17,829,11 to 15,A,1446480
72658841.0,https://condo-sg.com/the-watergardens-at-canberra-4829,the watergardens at canberra,apartment,27,sembawang springs,sembawang,aug-21,753,01 to 05,A,1158000
95371160.0,https://condo-sg.com/waterview-9090,waterview,condominium,18,tampines west,tampines,sep-19,1184,01 to 05,A,1260000
52198794.0,https://condo-sg.com/versilia-on-haig-9603,versilia on haig,condominium,15,geylang east,geylang,nov-17,1130,06 to 10,A,1580000
37072064.0,https://condo-sg.com/rio-vista-1373,rio vista,condominium,19,kangkar,hougang,nov-17,1238,06 to 10,A,990000
38958594.0,https://condo-sg.com/penrose-8870,penrose,apartment,14,aljunied,geylang,nov-21,1389,16 to 20,A,2370000
41256615.0,https://condo-sg.com/le-quest-6614,le quest,apartment,23,brickworks,bukit batok,aug-17,592,06 to 10,A,794000
52786856.0,https://condo-sg.com/euhabitat-3073,euhabitat,condominium,14,kaki bukit,bedok,sep-18,614,01 to 05,A,733000
19348674.0,https://condo-sg.com/j@63-3570,j@63,apartment,15,frankel,bedok,apr-21,904,01 to 05,A,1523080
64983800.0,https://condo-sg.com/northoaks-3411,northoaks,executive condominium,25,woodlands east,woodlands,oct-17,2271,11 to 15,A,1150000
72846317.0,https://condo-sg.com/pollen-&-bleu-8432,pollen & bleu,condominium,10,tyersall,tanglin,mar-17,603,01 to 05,A,1229100
61560367.0,https://condo-sg.com/sophia-hills-3240,sophia hills,condominium,9,mount emily,rochor,nov-20,710,01 to 05,A,1415000
78239138.0,https://condo-sg.com/the-alps-residences-7250,the alps residences,condominium,18,tampines west,tampines,jun-17,700,01 to 05,A,717000
24874090.0,https://condo-sg.com/kensington-park-condominium-4010,kensington park condominium,condominium,19,serangoon garden,serangoon,may-17,1582,11 to 15,A,1618888
30632394.0,https://condo-sg.com/oue-twin-peaks-2655,oue twin peaks,condominium,9,leonie hill,river valley,may-17,549,26 to 30,A,1676300
93537030.0,https://condo-sg.com/view-at-kismis-9574,view at kismis,apartment,21,anak bukit,bukit timah,aug-21,1270,01 to 05,A,2137000
97251798.0,https://condo-sg.com/lakeville-8919,lakeville,condominium,22,hong kah,jurong west,nov-21,635,06 to 10,A,1005000
46408786.0,https://condo-sg.com/sky-everton-8450,sky everton,apartment,2,everton park,bukit merah,jan-20,915,16 to 20,A,2335000
37506421.0,https://condo-sg.com/affinity-at-serangoon-8342,affinity at serangoon,apartment,19,serangoon garden,serangoon,jun-20,850,01 to 05,A,1305000
46006508.0,https://condo-sg.com/35-gilstead-3601,35 gilstead,apartment,11,moulmein,novena,oct-19,872,01 to 05,A,2178125
97841355.0,https://condo-sg.com/seletar-springs-condominium-8420,seletar springs condominium,condominium,28,trafalgar,hougang,jul-20,1302,01 to 05,A,960000
67685715.0,https://condo-sg.com/parc-rosewood-5936,rosewood,condominium,25,woodgrove,woodlands,feb-21,1475,01 to 05,A,1050000
59673498.0,https://condo-sg.com/parc-clematis-7063,parc clematis,apartment,5,faber,clementi,nov-19,506,06 to 10,A,821000
47361832.0,https://condo-sg.com/de-lente-4465,de lente,apartment,10,farrer court,bukit timah,feb-18,1033,01 to 05,A,1500000
23510545.0,https://condo-sg.com/ki-residences-at-brookvale-9689,ki residences at brookvale,condominium,21,sunset way,clementi,dec-20,936,06 to 10,A,1652000
