transaction_id,url,name,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,eco_category,price
37721982,http://condo-sg.com/spottiswoode-suites-7054,spottiswoode suites,apartment,2,everton park,bukit merah,jul-17,441,26 to 30,A,1065000.0
23638693,http://condo-sg.com/leonie-gardens-1971,leonie gardens,condominium,9,leonie hill,river valley,may-17,2540,06 to 10,A,3200000.0
38703425,http://condo-sg.com/greenwood-mews-5235,greenwood mews,strata terrace,11,hillcrest,bukit timah,feb-20,3100,01 to 05,A,4200000.0
83325940,http://condo-sg.com/regent-residences-4519,regent residences,apartment,12,bendemeer,kallang,apr-21,409,11 to 15,A,665000.0
38569439,http://condo-sg.com/parc-botannia-2034,parc botannia,condominium,28,fernvale,sengkang,nov-17,872,06 to 10,A,1111000.0
76365238,http://condo-sg.com/rio-vista-6165,rio vista,condominium,19,kangkar,hougang,apr-21,1238,06 to 10,A,992000.0
35139035,http://condo-sg.com/parc-rosewood-9564,parc rosewood,condominium,25,woodgrove,woodlands,jan-21,527,01 to 05,A,530000.0
51145905,http://condo-sg.com/the-florence-residences-2739,the florence residences,apartment,19,kovan,hougang,aug-19,667,01 to 05,A,959000.0
97271698,http://condo-sg.com/one-meyer-9294,one meyer,apartment,15,mountbatten,marine parade,aug-21,614,01 to 05,A,1554000.0
17764227,http://condo-sg.com/the-tapestry-3813,the tapestry,condominium,18,tampines west,tampines,may-18,474,11 to 15,A,724950.0
83429462,http://condo-sg.com/the-grange-2735,the grange,condominium,10,one tree hill,river valley,jun-17,2282,11 to 15,A,5140000.0
58031505,http://condo-sg.com/the-grange-6816,the grange,condominium,10,one tree hill,river valley,oct-21,4424,16 to 20,A,11900000.0
28102912,http://condo-sg.com/yew-mei-green-5598,yew mei green,executive condominium,23,choa chu kang north,choa chu kang,jul-19,1335,16 to 20,A,965000.0
40811377,http://condo-sg.com/yew-mei-green-6120,yew mei green,executive condominium,23,choa chu kang north,,feb-21,1292,06 to 10,A,908000.0
57744561,http://condo-sg.com/nuovo-7112,nuovo,executive condominium,20,yio chu kang west,ang mo kio,feb-18,1389,06 to 10,A,1250000.0
55543684,http://condo-sg.com/the-clement-canopy-1092,the clement canopy,apartment,5,clementi woods,clementi,feb-17,990,26 to 30,A,1339000.0
44722550,http://condo-sg.com/north-park-residences-9214,north park residences,apartment,27,yishun central,yishun,aug-17,732,06 to 10,A,1002600.0
80444058,http://condo-sg.com/orchard-scotts-9107,orchard scotts,condominium,9,cairnhill,newton,mar-18,2174,01 to 05,A,3450000.0
28682524,http://condo-sg.com/the-tre-ver-4839,the tre ver,condominium,13,potong pasir,toa payoh,mar-19,743,06 to 10,A,1177000.0
71144749,http://condo-sg.com/stratum-8604,stratum,condominium,18,pasir ris west,pasir ris,aug-18,1098,01 to 05,A,1100000.0
13556812,http://condo-sg.com/kent-ridge-hill-residences-7508,kent ridge hill residences,apartment,5,pasir panjang 2,,sep-19,850,01 to 05,A,1385000.0
26666778,http://condo-sg.com/aston-mansions-6216,aston mansions,apartment,14,aljunied,geylang,aug-18,1141,01 to 05,A,950000.0
21998766,http://condo-sg.com/the-quartz-2380,the quartz,condominium,19,compassvale,sengkang,feb-21,1033,11 to 15,A,1088000.0
77899521,http://condo-sg.com/hillview-park-4266,hillview park,condominium,23,hillview,bukit batok,feb-21,1227,06 to 10,A,1440000.0
35360230,http://condo-sg.com/marymount-view-2016,marymount view,condominium,20,marymount,bishan,apr-19,883,01 to 05,A,1175000.0
25242365,http://condo-sg.com/la-casa-1473,la casa,executive condominium,25,woodlands south,woodlands,aug-18,872,06 to 10,A,732000.0
16737829,http://condo-sg.com/the-woodleigh-residences-6093,the woodleigh residences,apartment,13,bidadari,toa payoh,sep-21,958,06 to 10,A,2060000.0
88526194,http://condo-sg.com/geylang-heritage-4262,geylang heritage,apartment,14,aljunied,geylang,aug-20,936,06 to 10,A,893000.0
18516257,http://condo-sg.com/gem-residences-6782,gem residences,condominium,12,boon teck,toa payoh,sep-17,980,01 to 05,A,1356000.0
50671533,http://condo-sg.com/seaside-residences-1675,seaside residences,apartment,15,siglap,bedok,feb-18,560,01 to 05,A,982000.0
81493923,http://condo-sg.com/savannah-condopark-9748,savannah condopark,condominium,18,simei,tampines,mar-19,1227,06 to 10,A,1048000.0
75175490,http://condo-sg.com/affinity-at-serangoon-9797,affinity at serangoon,apartment,19,serangoon garden,serangoon,aug-20,1152,11 to 15,A,1638000.0
67562917,http://condo-sg.com/palm-gardens-5248,palm gardens,condominium,23,keat hong,choa chu kang,aug-20,1206,06 to 10,A,870000.0
20236846,http://condo-sg.com/wandervale-4721,wandervale,executive condominium,23,choa chu kang central,choa chu kang,sep-17,1087,01 to 05,A,927000.0
51016156,http://condo-sg.com/sky-habitat-5315,sky habitat,condominium,20,bishan east,bishan,may-20,710,26 to 30,A,1080000.0
45550295,http://condo-sg.com/stirling-residences-9527,stirling residences,apartment,3,mei chin,queenstown,jul-18,893,26 to 30,A,1642000.0
24006237,http://condo-sg.com/leville-isuites-4128,leville isuites,apartment,15,katong,marine parade,aug-17,1173,01 to 05,A,1490000.0
82950729,http://condo-sg.com/reflections-at-keppel-bay-1454,reflections at keppel bay,condominium,4,maritime square,bukit merah,mar-17,883,01 to 05,A,1225000.0
91231583,http://condo-sg.com/commonwealth-towers-7136,commonwealth towers,condominium,3,margaret drive,queenstown,jul-17,904,36 to 40,A,1614000.0
18300100,http://condo-sg.com/tresalveo-2836,tresalveo,condominium,20,marymount,bishan,aug-17,1668,11 to 15,A,2320000.0
82097019,http://condo-sg.com/stars-of-kovan-4604,stars of kovan,apartment,19,lorong ah soo,hougang,mar-17,743,01 to 05,A,1022860.0
21118494,http://condo-sg.com/hillion-residences-6784,hillion residences,apartment,23,jelebu,bukit panjang,jan-17,474,11 to 15,A,655040.0
56221158,http://condo-sg.com/westwood-residences-4730,westwood residences,executive condominium,22,yunnan,jurong west,mar-17,1033,11 to 15,A,784900.0
88574544,http://condo-sg.com/stirling-residences-1576,stirling residences,apartment,3,mei chin,queenstown,jun-20,678,11 to 15,A,1334000.0
39406264,http://condo-sg.com/twin-vew-7966,twin vew,apartment,5,west coast,clementi,may-18,743,26 to 30,A,1129000.0
10286218,http://condo-sg.com/ola-1432,ola,executive condominium,19,anchorvale,sengkang,may-21,926,01 to 05,A,952000.0
64702143,http://condo-sg.com/mayfair-modern-1095,mayfair modern,condominium,21,swiss club,bukit timah,apr-20,517,01 to 05,A,998000.0
91405561,http://condo-sg.com/the-addition-1890,the addition,apartment,13,potong pasir,toa payoh,oct-18,592,01 to 05,A,1105000.0
49660703,http://condo-sg.com/sixteen35-residences-2059,sixteen35 residences,apartment,14,aljunied,geylang,may-18,624,06 to 10,A,948000.0
39007740,http://condo-sg.com/ki-residences-at-brookvale-9989,ki residences at brookvale,condominium,21,sunset way,clementi,dec-20,861,06 to 10,A,1567000.0
68668148,http://condo-sg.com/ki-residences-at-brookvale-5067,ki residences at brookvale,condominium,21,sunset way,clementi,dec-20,936,06 to 10,A,1613000.0
82780730,http://condo-sg.com/the-bencoolen-2201,the bencoolen,apartment,7,victoria,rochor,jul-21,980,16 to 20,A,1288000.0
61430716,http://condo-sg.com/mill-point-8519,mill point,apartment,10,chatsworth,tanglin,dec-17,527,06 to 10,A,990000.0
32087544,http://condo-sg.com/viz-at-holland-2339,viz at holland,condominium,10,leedon park,bukit timah,jun-17,818,06 to 10,A,1280000.0
97711118,http://condo-sg.com/thomson-grand-1899,thomson grand,condominium,20,upper thomson,bishan,may-21,1044,16 to 20,A,1610000.0
20692637,http://condo-sg.com/whistler-grand-1365,whistler grand,apartment,5,west coast,clementi,aug-20,958,31 to 35,A,1472000.0
84119657,http://condo-sg.com/mandarin-gardens-1697,mandarin gardens,condominium,15,siglap,bedok,apr-17,1528,01 to 05,A,1250000.0
89576405,,bijou,apartment,5,pasir panjang 2,queenstown,feb-21,603,01 to 05,A,1246110.0
20396547,http://condo-sg.com/signature-at-yishun-3230,signature at yishun,executive condominium,27,lower seletar,yishun,aug-17,1098,01 to 05,A,777700.0
22014425,,botanique at bartley,condominium,19,upper paya lebar,serangoon,feb-17,1130,06 to 10,A,1468000.0
91680958,http://condo-sg.com/royalgreen-8634,royalgreen,condominium,10,holland road,bukit timah,oct-19,1475,01 to 05,A,4112000.0
10660311,http://condo-sg.com/treasure-at-tampines-1810,treasure at tampines,condominium,18,tampines east,tampines,oct-19,463,06 to 10,A,678000.0
98085956,http://condo-sg.com/treasure-at-tampines-8255,treasure at tampines,condominium,18,tampines east,tampines,feb-20,592,06 to 10,A,855000.0
45520221,http://condo-sg.com/la-fiesta-3872,la fiesta,condominium,19,sengkang town centre,sengkang,aug-17,452,11 to 15,A,650000.0
43451829,http://condo-sg.com/westwood-residences-3534,westwood residences,executive condominium,22,yunnan,jurong west,mar-17,1152,11 to 15,A,955800.0
39676994,http://condo-sg.com/mandarin-gardens-5084,mandarin gardens,condominium,15,siglap,,feb-18,1787,06 to 10,A,1750000.0
41676325,http://condo-sg.com/26-newton-1755,26 newton,apartment,11,moulmein,novena,feb-17,474,06 to 10,A,1065000.0
71188916,http://condo-sg.com/fourth-avenue-residences-7428,fourth avenue residences,apartment,10,coronation road,bukit timah,dec-21,689,01 to 05,A,1710800.0
50854743,http://condo-sg.com/the-alps-residences-5200,the alps residences,condominium,18,tampines west,tampines,may-18,936,01 to 05,A,1109000.0
33436290,http://condo-sg.com/the-imperial-2765,the imperial,condominium,9,fort canning,museum,may-18,1464,11 to 15,A,2965000.0
48362384,http://condo-sg.com/woodhaven-7811,woodhaven,condominium,25,woodgrove,woodlands,mar-20,1119,01 to 05,A,1050000.0
88946967,http://condo-sg.com/the-tre-ver-1807,the tre ver,condominium,13,potong pasir,toa payoh,nov-19,1012,11 to 15,A,1627000.0
94554098,http://condo-sg.com/piermont-grand-8790,piermont grand,executive condominium,19,punggol town centre,punggol,jan-20,969,06 to 10,A,1027890.0
40274133,http://condo-sg.com/the-wisteria-4498,the wisteria,apartment,27,yishun south,yishun,aug-17,969,01 to 05,A,958712.0
79812388,http://condo-sg.com/lattice-one-2244,lattice one,apartment,20,sembawang hills,ang mo kio,aug-21,1023,01 to 05,A,1888000.0
53158954,http://condo-sg.com/the-vermont-on-cairnhill-2056,the vermont on cairnhill,apartment,9,cairnhill,newton,nov-17,1432,01 to 05,A,2830000.0
72729811,http://condo-sg.com/lakeville-3013,lakeville,condominium,22,hong kah,jurong west,jan-17,1442,01 to 05,A,1719638.0
82572951,http://condo-sg.com/wilkie-court-4176,wilkie court,apartment,9,mount emily,rochor,sep-21,980,01 to 05,A,1360000.0
77961101,http://condo-sg.com/hillview-regency-4389,hillview regency,condominium,23,guilin,bukit batok,jun-21,1173,06 to 10,A,1033000.0
53215929,,the atria at meyer,condominium,15,mountbatten,marine parade,aug-17,1615,06 to 10,A,2090000.0
51818456,http://condo-sg.com/the-tre-ver-2461,the tre ver,condominium,13,potong pasir,toa payoh,sep-19,495,16 to 20,A,845000.0
50736685,http://condo-sg.com/mori-1274,mori,apartment,14,aljunied,geylang,dec-21,710,01 to 05,A,1295000.0
47163577,,pasir ris 8,apartment,18,pasir ris central,pasir ris,jul-21,775,06 to 10,A,1274000.0
50123384,http://condo-sg.com/affinity-at-serangoon-6941,affinity at serangoon,apartment,19,serangoon garden,serangoon,jul-18,732,01 to 05,A,1086000.0
71902650,http://condo-sg.com/double-bay-residences-2009,double bay residences,condominium,18,simei,tampines,aug-21,1830,01 to 05,A,1830000.0
77343626,,the florence residences,apartment,19,kovan,hougang,jul-20,1389,06 to 10,A,1945000.0
30440856,http://condo-sg.com/ventuno-balmoral-9180,ventuno balmoral,apartment,10,nassim,tanglin,sep-20,3886,11 to 15,A,4380000.0
82622053,http://condo-sg.com/marina-one-residences-7261,marina one residences,apartment,1,central subzone,downtown core,jun-18,1130,31 to 35,A,2959470.0
93608662,http://condo-sg.com/the-palette-9806,the palette,condominium,18,pasir ris central,pasir ris,sep-17,495,01 to 05,A,605000.0
97173416,http://condo-sg.com/meyerhouse-2209,meyerhouse,condominium,15,mountbatten,marine parade,may-19,3068,01 to 05,A,7856000.0
86809037,http://condo-sg.com/grandeur-park-residences-7065,grandeur park residences,condominium,16,bedok south,bedok,mar-21,420,11 to 15,A,718000.0
74333362,http://condo-sg.com/palm-isles-9576,palm isles,condominium,17,flora drive,pasir ris,jul-20,1324,01 to 05,A,1188000.0
94567084,http://condo-sg.com/stirling-residences-5668,stirling residences,apartment,3,mei chin,queenstown,jul-18,678,21 to 25,A,1332000.0
34866101,http://condo-sg.com/kingsford-waterbay-4121,kingsford waterbay,apartment,19,kangkar,,sep-17,689,11 to 15,A,940000.0
62506990,http://condo-sg.com/martin-modern-6509,martin modern,condominium,9,institution hill,river valley,nov-17,883,11 to 15,A,2094960.0
15590250,,parc esta,apartment,14,geylang east,geylang,jan-20,517,16 to 20,A,998000.0
25871027,http://condo-sg.com/the-essence-5083,the essence,apartment,26,nee soon,yishun,mar-20,700,01 to 05,A,985200.0
47275049,http://condo-sg.com/boathouse-residences-5501,boathouse residences,condominium,19,kangkar,hougang,mar-20,732,11 to 15,A,790000.0
69671236,http://condo-sg.com/d'nest-4939,d'nest,condominium,18,pasir ris central,pasir ris,mar-20,969,06 to 10,A,1100000.0
25081721,http://condo-sg.com/stirling-residences-7995,stirling residences,apartment,3,mei chin,queenstown,jul-18,506,01 to 05,A,873000.0
16877288,http://condo-sg.com/liv-on-sophia-3014,liv on sophia,apartment,9,mount emily,rochor,aug-21,538,06 to 10,A,1100000.0
63370756,http://condo-sg.com/regent-grove-3704,regent grove,condominium,23,yew tee,choa chu kang,mar-18,1195,01 to 05,A,745000.0
18820601,http://condo-sg.com/park-natura-9118,park natura,condominium,23,anak bukit,bukit timah,mar-21,2863,01 to 05,A,2800000.0
74303380,http://condo-sg.com/caspian-4280,caspian,condominium,22,taman jurong,jurong west,jun-18,872,06 to 10,A,1000000.0
22275394,http://condo-sg.com/grandeur-park-residences-7181,grandeur park residences,condominium,16,bedok south,bedok,mar-17,883,06 to 10,A,1206000.0
50375421,http://condo-sg.com/the-alps-residences-1465,the alps residences,condominium,18,tampines west,tampines,may-17,689,01 to 05,A,699000.0
30241823,http://condo-sg.com/river-place-5981,river place,condominium,3,robertson quay,singapore river,dec-18,1055,01 to 05,A,1650000.0
74122823,,waterford residence,apartment,9,institution hill,river valley,nov-18,1195,01 to 05,A,1968000.0
63533896,http://condo-sg.com/evelyn-mansions-3706,evelyn mansions,apartment,11,moulmein,novena,aug-20,893,01 to 05,A,1220000.0
96860017,http://condo-sg.com/carabelle-9753,carabelle,condominium,5,west coast,clementi,may-18,2131,11 to 15,A,2568000.0
19689122,http://condo-sg.com/treasure-at-tampines-5329,treasure at tampines,condominium,18,tampines east,tampines,dec-19,678,01 to 05,A,919000.0
16098078,http://condo-sg.com/parc-clematis-1963,parc clematis,apartment,5,faber,clementi,aug-19,452,16 to 20,A,747000.0
45326554,http://condo-sg.com/the-greenwich-6129,the greenwich,condominium,28,seletar hills,serangoon,feb-21,1109,01 to 05,A,1220000.0
22691354,http://condo-sg.com/stirling-residences-6568,stirling residences,apartment,3,mei chin,queenstown,oct-18,1055,16 to 20,A,1724000.0
92591676,http://condo-sg.com/affinity-at-serangoon-9860,affinity at serangoon,apartment,19,serangoon garden,serangoon,oct-18,732,06 to 10,A,1152000.0
34085402,http://condo-sg.com/windermere-2332,windermere,executive condominium,23,yew tee,choa chu kang,oct-21,1453,06 to 10,A,1055000.0
62348207,http://condo-sg.com/orchard-bel-air-7824,orchard bel air,condominium,10,one tree hill,river valley,feb-18,3229,06 to 10,A,4100000.0
51962904,http://condo-sg.com/midtown-modern-8759,midtown modern,apartment,7,bugis,downtown core,mar-21,721,01 to 05,A,1806750.0
99051239,http://condo-sg.com/tree-house-1062,tree house,condominium,23,dairy farm,bukit panjang,mar-17,1152,06 to 10,A,1160000.0
42055092,http://condo-sg.com/bedok-court-3066,bedok court,condominium,16,bedok south,bedok,nov-20,2411,01 to 05,A,1788800.0
24079342,http://condo-sg.com/midtown-modern-4194,midtown modern,apartment,7,bugis,downtown core,mar-21,409,21 to 25,A,1377090.0
68214846,http://condo-sg.com/d'leedon-1451,d'leedon,condominium,10,farrer court,bukit timah,apr-21,635,11 to 15,A,1060000.0
31180925,http://condo-sg.com/forestville-1448,forestville,executive condominium,25,woodlands south,woodlands,jun-21,1033,06 to 10,A,960000.0
44725945,http://condo-sg.com/gem-residences-8570,gem residences,condominium,12,boon teck,toa payoh,apr-17,775,01 to 05,A,1082000.0
61423665,http://condo-sg.com/edelweiss-park-condominium-7743,edelweiss park condominium,condominium,17,flora drive,pasir ris,dec-20,1335,01 to 05,A,1133000.0
65546349,http://condo-sg.com/the-tre-ver-5862,the tre ver,condominium,13,potong pasir,toa payoh,apr-19,646,16 to 20,A,1045000.0
82238270,http://condo-sg.com/riverfront-residences-4148,riverfront residences,apartment,19,kangkar,hougang,dec-19,1679,01 to 05,A,2143000.0
36285882,http://condo-sg.com/normanton-park-7075,normanton park,apartment,5,kent ridge,queenstown,mar-21,657,21 to 25,A,1205595.0
49068801,http://condo-sg.com/the-sunny-spring-7138,the sunny spring,apartment,14,aljunied,geylang,jun-21,1098,01 to 05,A,1322000.0
74700359,http://condo-sg.com/kent-ridge-hill-residences-2965,kent ridge hill residences,apartment,5,pasir panjang 2,queenstown,jun-21,947,01 to 05,A,1837184.0
86073105,http://condo-sg.com/hundred-palms-residences-4139,hundred palms residences,executive condominium,19,hougang west,hougang,jul-17,1055,06 to 10,A,915900.0
52785325,http://condo-sg.com/maysprings-7607,maysprings,apartment,23,jelebu,bukit panjang,feb-18,904,06 to 10,A,760000.0
87476503,,the parc condominium,condominium,5,clementi central,clementi,nov-17,1421,01 to 05,A,1690000.0
98531263,http://condo-sg.com/provence-residence-4565,provence residence,executive condominium,27,sembawang east,sembawang,may-21,1399,11 to 15,A,1753000.0
62925102,,riversails,condominium,19,hougang east,hougang,apr-18,850,01 to 05,A,900000.0
95795167,http://condo-sg.com/boulevard-88-7366,boulevard 88,apartment,10,tanglin,orchard,mar-19,1776,21 to 25,A,6504000.0
86212407,http://condo-sg.com/the-geranium-5979,the geranium,condominium,15,geylang east,geylang,jun-18,990,01 to 05,A,1148000.0
60955708,,the marbella,condominium,10,ulu pandan,bukit timah,mar-17,1496,11 to 15,A,2350000.0
47157076,,midwood,condominium,23,hillview,bukit batok,apr-21,635,06 to 10,A,1013000.0
32234054,http://condo-sg.com/sky-everton-7881,sky everton,apartment,2,everton park,bukit merah,sep-19,958,06 to 10,A,2406000.0
61273415,http://condo-sg.com/the-line-@-tanjong-rhu-5583,the line @ tanjong rhu,condominium,15,tanjong rhu,kallang,nov-17,420,01 to 05,A,1000000.0
92266891,http://condo-sg.com/westwood-residences-4795,westwood residences,executive condominium,22,yunnan,jurong west,jun-17,1033,01 to 05,A,
91748651,http://condo-sg.com/riverfront-residences-1500,riverfront residences,apartment,19,kangkar,hougang,jul-18,1066,06 to 10,A,1257000.0
43682922,http://condo-sg.com/the-tapestry-8781,the tapestry,condominium,18,tampines west,tampines,apr-20,441,11 to 15,A,686340.0
26454266,http://condo-sg.com/parc-central-residences-6670,parc central residences,executive condominium,18,tampines west,tampines,apr-21,1421,16 to 20,A,1552000.0
29933502,http://condo-sg.com/the-trumps-2769,the trumps,condominium,14,kembangan,bedok,sep-18,614,01 to 05,A,800000.0
95900137,http://condo-sg.com/hundred-palms-residences-8052,hundred palms residences,executive condominium,19,hougang west,hougang,jul-17,1055,01 to 05,A,852800.0
49727739,http://condo-sg.com/the-florence-residences-9899,the florence residences,apartment,19,kovan,,dec-21,635,16 to 20,A,1178000.0
55758311,http://condo-sg.com/sunshine-plaza-7466,sunshine plaza,apartment,7,bencoolen,rochor,mar-20,861,06 to 10,A,1100000.0
86156804,http://condo-sg.com/melville-park-7735,melville park,condominium,18,simei,,jan-17,1378,06 to 10,A,830000.0
33197639,http://condo-sg.com/hillview-regency-3360,hillview regency,condominium,23,guilin,bukit batok,nov-17,904,06 to 10,A,768000.0
95232705,http://condo-sg.com/scotts-square-2105,scotts square,apartment,9,boulevard,orchard,jun-17,635,16 to 20,A,1887100.0
71539043,http://condo-sg.com/the-terrace-9875,the terrace,executive condominium,19,waterway east,punggol,feb-17,1001,11 to 15,A,810600.0
11408744,http://condo-sg.com/stirling-residences-3316,stirling residences,apartment,3,mei chin,queenstown,oct-18,689,31 to 35,A,1309000.0
50373785,http://condo-sg.com/regent-heights-5689,regent heights,condominium,23,guilin,bukit batok,feb-20,1173,06 to 10,A,
29731530,http://condo-sg.com/clavon-2497,clavon,apartment,5,clementi woods,clementi,dec-20,527,01 to 05,A,834000.0
18510625,http://condo-sg.com/clavon-9617,clavon,apartment,5,clementi woods,clementi,dec-20,527,16 to 20,A,880000.0
83731597,http://condo-sg.com/sturdee-residences-9548,sturdee residences,condominium,8,lavender,kallang,jan-18,1302,21 to 25,A,2036000.0
23430023,http://condo-sg.com/parc-vera-7212,parc vera,condominium,19,kangkar,hougang,jun-17,1141,01 to 05,A,1070000.0
16163294,http://condo-sg.com/queens-peak-9799,queens peak,condominium,3,margaret drive,queenstown,jun-17,441,21 to 25,A,749000.0
54066857,http://condo-sg.com/artra-3143,artra,apartment,3,redhill,bukit merah,jan-18,1227,21 to 25,A,2026000.0
44571532,,artra,apartment,3,redhill,bukit merah,apr-17,829,06 to 10,A,1332999.0
49946073,http://condo-sg.com/the-florentine-8918,the florentine,apartment,19,kovan,hougang,aug-17,1991,01 to 05,A,1630000.0
49798430,http://condo-sg.com/the-essence-4196,the essence,apartment,26,nee soon,yishun,jul-20,581,01 to 05,A,
63456011,http://condo-sg.com/hillview-residence-7217,hillview residence,condominium,23,hillview,bukit batok,aug-21,1249,06 to 10,A,1520000.0
75898366,http://condo-sg.com/melrose-park-4289,melrose park,condominium,10,chatsworth,tanglin,mar-17,1313,01 to 05,A,2180000.0
68189458,http://condo-sg.com/canninghill-piers-5087,canninghill piers,apartment,6,clarke quay,singapore river,nov-21,818,06 to 10,A,2236000.0
58163441,http://condo-sg.com/parc-esta-4372,parc esta,apartment,14,geylang east,geylang,mar-19,1119,01 to 05,A,1753000.0
57191156,http://condo-sg.com/the-essence-2676,the essence,apartment,26,nee soon,yishun,feb-20,1044,01 to 05,A,1368180.0
13331225,http://condo-sg.com/one-holland-village-residences-3123,one holland village residences,apartment,10,holland drive,queenstown,jul-21,797,26 to 30,A,2318000.0
70119274,http://condo-sg.com/changi-rise-condominium-9259,changi rise condominium,condominium,18,simei,tampines,aug-21,1259,01 to 05,A,1080000.0
64697228,http://condo-sg.com/parc-palais-8823,parc palais,condominium,21,hillview,bukit batok,may-21,1378,06 to 10,A,
52887638,http://condo-sg.com/inz-residence-6579,inz residence,executive condominium,23,peng siang,choa chu kang,jul-17,1109,01 to 05,A,866000.0
25843809,,the twins,apartment,10,goodwood park,newton,oct-17,2260,01 to 05,A,3050000.0
18096840,http://condo-sg.com/riverfront-residences-2442,riverfront residences,apartment,19,kangkar,hougang,jul-18,614,01 to 05,A,792000.0
81899026,http://condo-sg.com/coastline-residences-8357,coastline residences,apartment,15,marine parade,marine parade,mar-21,710,16 to 20,A,
13584630,http://condo-sg.com/jui-residences-4302,jui residences,apartment,12,bendemeer,kallang,aug-20,893,06 to 10,A,1456640.0
89991030,http://condo-sg.com/northwave-7520,northwave,executive condominium,25,woodlands east,woodlands,mar-17,893,01 to 05,A,669350.0
14210615,http://condo-sg.com/kent-ridge-hill-residences-9012,kent ridge hill residences,apartment,5,pasir panjang 2,queenstown,nov-18,474,01 to 05,A,778000.0
44965756,http://condo-sg.com/palm-gardens-9515,palm gardens,condominium,23,keat hong,choa chu kang,feb-18,1216,06 to 10,A,860000.0
34925888,http://condo-sg.com/pebble-bay-6229,pebble bay,condominium,15,tanjong rhu,kallang,mar-19,2626,06 to 10,A,
99069763,http://condo-sg.com/caribbean-at-keppel-bay-7115,caribbean at keppel bay,condominium,4,maritime square,bukit merah,sep-19,1270,06 to 10,A,1700000.0
50146825,http://condo-sg.com/water-place-2411,water place,condominium,15,tanjong rhu,kallang,apr-17,1453,01 to 05,A,1610000.0
28188856,http://condo-sg.com/stirling-residences-2293,stirling residences,apartment,3,mei chin,queenstown,aug-18,506,16 to 20,A,928000.0
94296353,http://condo-sg.com/le-quest-6253,le quest,apartment,23,brickworks,bukit batok,aug-17,431,11 to 15,A,585000.0
93854869,http://condo-sg.com/maysprings-1926,maysprings,apartment,23,jelebu,bukit panjang,sep-21,1528,16 to 20,A,1415000.0
12480774,http://condo-sg.com/parc-botannia-3861,parc botannia,condominium,28,fernvale,sengkang,dec-17,786,21 to 25,A,955000.0
12022050,http://condo-sg.com/parc-botannia-2257,parc botannia,condominium,28,fernvale,sengkang,feb-18,786,06 to 10,A,982000.0
61321817,http://condo-sg.com/nicole-green-1291,nicole green,apartment,14,aljunied,geylang,jun-21,1238,11 to 15,A,1680000.0
49965220,http://condo-sg.com/the-clement-canopy-3690,the clement canopy,apartment,5,clementi woods,clementi,nov-17,732,36 to 40,A,
25581230,http://condo-sg.com/normanton-park-7282,normanton park,apartment,5,kent ridge,queenstown,jan-21,1098,06 to 10,A,1919655.0
65078526,http://condo-sg.com/riversails-4632,riversails,condominium,19,hougang east,hougang,dec-18,1109,11 to 15,A,1195000.0
62716251,http://condo-sg.com/blossom-residences-1933,blossom residences,executive condominium,23,saujana,bukit panjang,sep-20,969,11 to 15,A,888000.0
53392582,http://condo-sg.com/thomson-view-condominium-7479,thomson view condominium,condominium,20,upper thomson,bishan,aug-19,2024,01 to 05,A,1930000.0
